diseaseCategory,name
Contact with Services,HIV (Asymptomatic human immunodeficiency virus [HIV] infection status)
Contact with Services,Contraceptive Drugs (Surveillance of contraceptive drugs)
Contact with Services,"Family Planning Service (Contraceptive management, unspecified)"
Contact with Services,In Vitro Fertilization
Contact with Services,Outcome of delivery
Contact with Services,Counselling (Genetic counselling)
Contact with Services,Pregnancy (Pregnancy examination and test)
Contact with Services,Dental examination
Contact with Services,Antenatal Care (Supervision of normal pregnancy)
Contact with Services,"Antenatal Care (Supervision of normal pregnancy, unspecified)"
Contact with Services,Pregnancy examination or test
Contact with Services,ANC (Supervision of pregnancy with other poor reproductive or obstetric history)
Contact with Services,ANC (Supervision of pregnancy with history of insufficient antenatal care)
Contact with Services,ANC (Supervision of pregnancy with grand multiparity)
Contact with Services,Special screening examination for neoplasm of cervix
Contact with Services,ANC (Supervision of elderly primigravida)
Contact with Services,Antenatal Care (Antenatal screening)
Contact with Services,ANC (Antenatal screening for malformations using ultrasound and other physical methods)
Contact with Services,ANC (Antenatal screening for isoimmunization)
Contact with Services,Examination of potential donor of organ or tissue
Contact with Services,Newborn (Single stillbirth)
Contact with Services,"Newborn (Twins, both liveborn)"
Contact with Services,"Newborn (Twins, one liveborn and one stillborn)"
Contact with Services,General examination or investigation of persons without complaint or reported diagnosis
Contact with Services,"Newborn (Twins, both stillborn)"
Contact with Services,"Special screening examination, unspecified"
Contact with Services,Contact with and exposure to rabies
Contact with Services,"Multiple Births (Other multiple births, all liveborn)"
Contact with Services,Special screening examination for neoplasm of breast
Contact with Services,"Newborn (Outcome of delivery, unspecified)"
Contact with Services,"Examination, Encounter (Laboratory examination)"
Contact with Services,Postpartum Care (Postpartum Care And Examination)
Contact with Services,Postpartum Care (Care and examination immediately after delivery)
Contact with Services,Contact with and exposure to other communicable diseases
Contact with Services,Examination of eyes or vision
Contact with Services,Examination And Encounter (Care and examination of lactating mother)
Contact with Services,Examination And Encounter (Routine postpartum follow-up)
Contact with Services,Examination And Encounter (Prophylactic surgery)
Contact with Services,Surgery (Other prophylactic surgery)
Contact with Services,Examination And Encounter (Procedures for purposes other than remedying health state)
Contact with Services,Plastic Surgery (Other plastic surgery for unacceptable cosmetic appearance)
Contact with Services,"Examination, Encounter (Dental examination)"
Contact with Services,Post-operative Care (Attention to artificial openings)
Contact with Services,Care involving use of rehabilitation procedures
Contact with Services,Post-operative Care (Attention to tracheostomy)
Contact with Services,Personal history of maltreatment
Contact with Services,Post-operative Care (Attention to gastrostomy)
Contact with Services,Post-operative Care (Attention to ileostomy)
Contact with Services,Post-operative Care (Attention to colostomy)
Contact with Services,Examination And Encounter (Examination of potential donor of organ and tissue)
Contact with Services,Artificial Openings (Attention to other artificial openings of urinary tract)
Contact with Services,Artificial Openings (Attention to unspecified artificial opening)
Contact with Services,Special screening examination for other diseases or disorders
Contact with Services,Fitting And Adjustment (Fitting and adjustment of other external prosthetic devices)
Contact with Services,"Twins, one liveborn and one stillborn"
Contact with Services,Fitting And Adjustment (Fitting and adjustment of other devices)
Contact with Services,Fitting And Adjustment (Fitting and adjustment of spectacles and contact lenses)
Contact with Services,Fitting And Adjustment (Fitting and adjustment of hearing aid)
Contact with Services,Examination for insurance purposes
Contact with Services,"Examination, Encounter (Examination and observation for other specified reasons)"
Contact with Services,Special screening examination for neoplasm of intestinal tract
Contact with Services,Fitting And Adjustment (Fitting and adjustment of orthopaedic device)
Contact with Services,"Fitting, Adjustment (Fitting and adjustment of unspecified device)"
Contact with Services,Examination And Encounter (Other surgical follow-up care)
Contact with Services,Post-operative Care (Attention to surgical dressings and sutures)
Contact with Services,"Surgical follow-up care, unspecified"
Contact with Services,Special screening examination for infections with a predominantly sexual mode of transmission
Contact with Services,"Examination, Encounter (General medical examination)"
Contact with Services,Observation for suspected tuberculosis
Contact with Services,Physical Therapy (Other physical therapy)
Contact with Services,"Psychotherapy (Psychotherapy, not elsewhere classified)"
Contact with Services,Psychotherapy (Speech therapy)
Contact with Services,Examination And Encounter (Routine child health examination)
Contact with Services,"Examination And Encounter (Care involving use of rehabilitation procedure, unspecified)"
Contact with Services,Other medical care
Contact with Services,"Surgical or postsurgical states, unspecified"
Contact with Services,Chemotherapy (Chemotherapy session for neoplasm)
Contact with Services,Special screening examination for cardiovascular disorders
Contact with Services,Palliative care
Contact with Services,"Examination And Encounter (Radiological examination, not elsewhere classified)"
Contact with Services,Blood Transfusion (Blood transfusion (without reported diagnosis))
Contact with Services,Post-operative Care (Palliative care)
Contact with Services,Examination for participation in sport
Contact with Services,Counselling (Drug abuse counselling and surveillance)
Contact with Services,Counselling (Human immunodeficiency virus [HIV] counselling)
Contact with Services,Other specified counselling
Contact with Services,Examination And Encounter (Other examinations for administrative purposes)
Contact with Services,Special screening examination for neoplasm of prostate
Contact with Services,reduced mobility (Need for assistance due to reduced mobility)
Contact with Services,Encounter For Medical Or Nursing Care Or Supervision (Need for assistance with personal care)
Contact with Services,"Allergy (Personal history of allergy to drugs, medicaments and biological substances)"
Contact with Services,Examination or encounter for administrative purposes
Contact with Services,Surgical (Other postsurgical states)
Contact with Services,Examination And Encounter (Examination of eyes and vision)
Contact with Services,"Examination, Encounter (Gynaecological examination (general)(routine))"
Contact with Services,"Examination And Encounter (Special examination, unspecified)"
Contact with Services,Other specified antenatal screening
Contact with Services,Examination And Encounter (Occupational health examination)
Contact with Services,HIV (Contact with and exposure to human immunodeficiency virus [HIV])
Contact with Services,Special screening examination for neoplasm of cervix
Contact with Services,Examination for admission to educational institution
Contact with Services,Special screening examination for neoplasms
Contact with Services,Special screening examination for diabetes mellitus
Contact with Services,Contact with and exposure to communicable diseases
Contact with Services,"Examination And Encounter (General psychiatric examination, not elsewhere classified)"
Contact with Services,Examination And Encounter (Examination of ears and hearing)
Contact with Services,"Examination, Encounter (Examination for driving licence)"
Contact with Services,"Examination, Encounter (Issue of medical certificate)"
Contact with Services,Special screening examination for neoplasms
Contact with Services,Examination or observation for suspected sexual maltreatment
Contact with Services,Contact with and exposure to infections with a predominantly sexual mode of transmission
Contact with Services,"Examination, Encounter (Examination for insurance purposes)"
Contact with Services,Issue of medical certificate
Contact with Services,Examination for recruitment to armed forces
Contact with Services,Examination And Encounter (Routine general health check-up of defined subpopulation)
Contact with Services,Preemployment examination
Contact with Services,Special screening examination for diabetes mellitus
Contact with Services,Contact with and exposure to tuberculosis
Contact with Services,"Examination And Encounter (Examination for administrative purposes, unspecified)"
Contact with Services,Examination or observation for reasons other than suspected diseases or conditions or administrative purposes
Contact with Services,Isolation
Contact with Services,Artificial Insemination
Contact with Services,ANC (Supervision of pregnancy with history of abortive outcome)
Contact with Services,Pregnancy (Pregnancy confirmed)
Contact with Services,Antenatal Care (Supervision of high-risk pregnancy)
Contact with Services,Carrier of infectious disease
Contact with Services,"Pregnancy (Pregnancy, not (yet) confirmed)"
Contact with Services,General adult medical examination
Contact with Services,Circumcision (Routine and ritual circumcision)
Contact with Services,Special screening examination for human immunodeficiency virus [HIV]
Contact with Services,Contraceptive Management (Other contraceptive management)
Contact with Services,Antenatal screening
Contact with Services,Sterilization
Contact with Services,"Pregnancy (Pregnant state, incidental)"
Contact with Services,Newborn (Single live birth)
Contact with Services,Examination And Encounter (Follow-up care involving plastic surgery)
Contact with Services,Cystostomy (Attention to cystostomy)
Contact with Services,Dialysis (Care involving dialysis)
Contact with Services,Blood Donor
Contact with Services,Radiotherapy Session
Contact with Services,Dialysis (Other dialysis)
Contact with Services,Examination And Encounter (Other specified orthopaedic follow-up care)
Contact with Services,Examination for driving license
Contact with Services,"Socioeconomic, psychosocial (Problems related to unwanted pregnancy)"
Contact with Services,Drug Use
Contact with Services,Chemotherapy session for neoplasm
Contact with Services,Personal history of physical abuse
